Source,Station,Date,DO,pH,Chla
DWR_NCRO,FAL,2015-04-17,11.3615625,NA,33.97958333333333
DWR_NCRO,FAL,2015-04-18,11.312604166666667,NA,31.264659090909092
DWR_NCRO,FAL,2015-04-19,10.959375,NA,NA
DWR_NCRO,FAL,2015-04-20,10.475208333333333,NA,NA
DWR_NCRO,FAL,2015-04-21,10.117083333333333,NA,NA
DWR_NCRO,FAL,2015-04-22,10.270729166666667,NA,26.8608
DWR_NCRO,FAL,2015-04-23,10.09875,NA,19.9409375
DWR_NCRO,FAL,2015-04-24,9.696770833333334,NA,16.603958333333335
DWR_NCRO,FAL,2015-04-25,9.422083333333333,NA,13.106979166666667
DWR_NCRO,FAL,2015-04-26,9.139375,NA,9.815208333333333
DWR_NCRO,FAL,2015-04-27,8.672916666666667,NA,6.676041666666666
DWR_NCRO,FAL,2015-04-28,8.227291666666666,NA,4.3834375
DWR_NCRO,FAL,2015-04-29,7.8771875,NA,3.330208333333333
DWR_NCRO,FAL,2015-04-30,7.610729166666666,NA,3.1219791666666667
DWR_NCRO,FAL,2015-05-01,7.446458333333333,NA,2.9417708333333334
DWR_NCRO,FAL,2015-05-02,7.7240625,NA,2.972916666666667
DWR_NCRO,FAL,2015-05-03,8.0728125,NA,3.218125
DWR_NCRO,FAL,2015-05-04,8.290104166666667,NA,3.496354166666667
DWR_NCRO,FAL,2015-05-05,8.149895833333334,NA,3.496354166666667
DWR_NCRO,FAL,2015-05-06,8.053333333333333,NA,4.173958333333333
DWR_NCRO,FAL,2015-05-07,8.048125,NA,4.95625
DWR_NCRO,FAL,2015-05-08,7.979479166666667,NA,5.263645833333333
DWR_NCRO,FAL,2015-05-09,8.083020833333332,NA,5.248020833333333
DWR_NCRO,FAL,2015-05-10,8.1859375,NA,5.618854166666667
DWR_NCRO,FAL,2015-05-11,8.1434375,NA,5.574791666666667
DWR_NCRO,FAL,2015-05-12,8.318854166666666,NA,5.570625
DWR_NCRO,FAL,2015-05-13,8.4203125,NA,5.547083333333333
DWR_NCRO,FAL,2015-05-14,8.3915625,NA,5.715104166666666
DWR_NCRO,FAL,2015-05-15,8.368125,NA,5.318125
DWR_NCRO,FAL,2015-05-16,8.3220833333333335,NA,4.947291666666667
DWR_NCRO,FAL,2015-05-17,8.259270833333334,NA,4.7353125
DWR_NCRO,FAL,2015-05-18,8.308125,NA,4.473958333333333
DWR_NCRO,FAL,2015-05-19,8.3071875,NA,4.296770833333333
DWR_NCRO,FAL,2015-05-20,8.299895833333334,NA,4.165416666666666
DWR_NCRO,FAL,2015-05-21,8.416770833333333,NA,4.179583333333333
DWR_NCRO,FAL,2015-05-22,8.447708333333333,NA,4.078125
DWR_NCRO,FAL,2015-05-23,8.3603125,NA,4.0128125
DWR_NCRO,FAL,2015-05-24,8.3634375,NA,4.011979166666666
DWR_NCRO,FAL,2015-05-25,8.3946875,NA,3.9130208333333334
DWR_NCRO,FAL,2015-05-26,8.510520833333333,NA,3.831770833333333
DWR_NCRO,FAL,2015-05-27,8.568020833333334,NA,3.5716666666666668
DWR_NCRO,FAL,2015-05-28,8.511666666666667,NA,3.3493749999999998
DWR_NCRO,FAL,2015-05-29,8.399583333333334,NA,3.254583333333333
DWR_NCRO,FAL,2015-05-30,8.284166666666666,NA,2.9433333333333334
DWR_NCRO,FAL,2015-05-31,8.3259375,NA,2.7103125
DWR_NCRO,FAL,2015-06-01,8.401354166666666,NA,2.82
DWR_NCRO,FAL,2015-06-02,8.301875,NA,2.7459375
DWR_NCRO,FAL,2015-06-03,8.2225,NA,2.771354166666667
DWR_NCRO,FAL,2015-06-04,8.256354166666666,NA,3.0376041666666667
DWR_NCRO,FAL,2015-06-05,8.151979166666667,NA,2.8877083333333333
DWR_NCRO,FAL,2015-06-06,8.188541666666667,NA,2.7465625
DWR_NCRO,FAL,2015-06-07,8.401458333333334,NA,2.8011458333333334
DWR_NCRO,FAL,2015-06-08,8.544583333333334,NA,3.6529166666666666
DWR_NCRO,FAL,2015-06-09,8.091875,NA,3.6830208333333334
DWR_NCRO,FAL,2015-06-10,8.0053125,NA,3.6508333333333334
DWR_NCRO,FAL,2015-06-11,7.884479166666667,NA,2.9339583333333334
DWR_NCRO,FAL,2015-06-12,7.818125,NA,2.977708333333333
DWR_NCRO,FAL,2015-06-13,7.7390625,NA,2.771354166666667
DWR_NCRO,FAL,2015-06-14,7.9167708333333335,NA,2.662916666666667
DWR_NCRO,FAL,2015-06-15,8.088020833333333,NA,2.802604166666667
DWR_NCRO,FAL,2015-06-16,8.155208333333333,NA,2.83
DWR_NCRO,FAL,2015-06-17,8.151770833333334,NA,3.0663541666666667
DWR_NCRO,FAL,2015-06-18,8.101875,NA,3.1127083333333334
DWR_NCRO,FAL,2015-06-19,8.221979166666667,NA,2.877291666666667
DWR_NCRO,FAL,2015-06-20,8.227604166666667,NA,3.0283333333333333
DWR_NCRO,FAL,2015-06-21,8.121666666666666,NA,2.933125
DWR_NCRO,FAL,2015-06-22,8.2328125,NA,2.8776041666666665
DWR_NCRO,FAL,2015-06-23,8.20125,NA,2.8297916666666665
DWR_NCRO,FAL,2015-06-24,8.193125,NA,2.7572916666666667
DWR_NCRO,FAL,2015-06-25,8.3064583333333335,NA,3.1705208333333332
DWR_NCRO,FAL,2015-06-26,8.136770833333333,NA,2.8245833333333334
DWR_NCRO,FAL,2015-06-27,8.176145833333333,NA,2.5653125
DWR_NCRO,FAL,2015-06-28,8.359479166666667,NA,2.5145833333333334
DWR_NCRO,FAL,2015-06-29,8.450104166666666,NA,2.507083333333333
DWR_NCRO,FAL,2015-06-30,8.566458333333333,NA,2.747708333333333
DWR_NCRO,FAL,2015-07-01,8.455,NA,2.8090625
DWR_NCRO,FAL,2015-07-02,8.124895833333333,NA,2.6014583333333334
DWR_NCRO,FAL,2015-07-03,8.1471875,NA,2.4021875
DWR_NCRO,FAL,2015-07-04,8.152395833333333,NA,2.2852083333333333
DWR_NCRO,FAL,2015-07-05,8.2871875,NA,2.3688541666666665
DWR_NCRO,FAL,2015-07-06,8.4435416666666665,NA,2.3910416666666667
DWR_NCRO,FAL,2015-07-07,8.420416666666666,NA,2.4274999999999998
DWR_NCRO,FAL,2015-07-08,8.425625,NA,2.4217708333333334
DWR_NCRO,FAL,2015-07-09,8.402708333333333,NA,2.389375
DWR_NCRO,FAL,2015-07-10,8.453854166666666,NA,2.3354166666666667
DWR_NCRO,FAL,2015-07-11,8.4609375,NA,2.2701041666666666
DWR_NCRO,FAL,2015-07-12,8.433854166666666,NA,2.4071875
DWR_NCRO,FAL,2015-07-13,8.5340625,NA,2.4503125
DWR_NCRO,FAL,2015-07-14,8.4705208333333335,NA,2.5102083333333334
DWR_NCRO,FAL,2015-07-15,8.3765625,NA,2.6034375
DWR_NCRO,FAL,2015-07-16,8.164270833333333,NA,2.5790625
DWR_NCRO,FAL,2015-07-17,8.096458333333333,NA,2.3714583333333334
DWR_NCRO,FAL,2015-07-18,8.065625,NA,2.299375
DWR_NCRO,FAL,2015-07-19,8.319791666666667,NA,2.411770833333333
DWR_NCRO,FAL,2015-07-20,7.912083333333333,NA,2.4902083333333334
DWR_NCRO,FAL,2015-07-21,7.8771875,NA,2.3748958333333334
DWR_NCRO,FAL,2015-07-22,7.689895833333333,NA,2.2475
DWR_NCRO,FAL,2015-07-23,7.846145833333333,NA,2.4202083333333335
DWR_NCRO,FAL,2015-07-24,7.767916666666666,NA,2.242916666666667
DWR_NCRO,FAL,2015-07-25,7.600104166666666,NA,2.2638541666666665
DWR_NCRO,FAL,2015-07-26,7.478854166666666,NA,2.2278125
DWR_NCRO,FAL,2015-07-27,7.610416666666667,NA,2.259375
DWR_NCRO,FAL,2015-07-28,7.758333333333333,NA,2.3748958333333334
DWR_NCRO,FAL,2015-07-29,7.737291666666667,NA,2.0515625
DWR_NCRO,FAL,2015-07-30,7.5540625,NA,1.5357291666666666
DWR_NCRO,FAL,2015-07-31,7.68125,NA,1.5070833333333333
DWR_NCRO,FAL,2015-08-01,7.8171875,NA,1.5607291666666667
DWR_NCRO,FAL,2015-08-02,7.9504166666666665,NA,1.6632291666666668
DWR_NCRO,FAL,2015-08-03,8.165208333333334,NA,1.6969791666666667
DWR_NCRO,FAL,2015-08-04,8.099583333333333,NA,1.5558333333333334
DWR_NCRO,FAL,2015-08-05,8.279583333333333,NA,1.5265625
DWR_NCRO,FAL,2015-08-06,8.412708333333333,NA,1.7372916666666667
DWR_NCRO,FAL,2015-08-07,8.015520833333333,NA,1.7145833333333333
DWR_NCRO,FAL,2015-08-08,8.122395833333334,NA,1.5007291666666667
DWR_NCRO,FAL,2015-08-09,8.054270833333334,NA,1.6210416666666667
DWR_NCRO,FAL,2015-08-10,7.973020833333333,NA,1.83625
DWR_NCRO,FAL,2015-08-11,7.812395833333333,NA,1.7829166666666667
DWR_NCRO,FAL,2015-08-12,7.816458333333333,NA,1.6465625
DWR_NCRO,FAL,2015-08-13,7.877395833333333,NA,1.6539583333333334
DWR_NCRO,FAL,2015-08-14,7.9646875,NA,1.5452083333333333
DWR_NCRO,FAL,2015-08-15,8.035729166666666,NA,1.9848958333333333
DWR_NCRO,FAL,2015-08-16,8.143125,NA,3.3575
DWR_NCRO,FAL,2015-08-17,7.861770833333333,NA,2.7298958333333334
DWR_NCRO,FAL,2015-08-18,7.8565625,NA,1.9110416666666667
DWR_NCRO,FAL,2015-08-19,8.1384375,NA,1.8753125
DWR_NCRO,FAL,2015-08-20,8.2951041666666665,NA,1.8580208333333332
DWR_NCRO,FAL,2015-08-21,8.364479166666667,NA,1.9471875
DWR_NCRO,FAL,2015-08-22,8.3153125,NA,1.7840624999999999
DWR_NCRO,FAL,2015-08-23,8.2190625,NA,1.7880208333333334
DWR_NCRO,FAL,2015-08-24,8.273229166666667,NA,1.7771875
DWR_NCRO,FAL,2015-08-25,8.184583333333334,NA,1.7392708333333333
DWR_NCRO,FAL,2015-08-26,8.128229166666667,NA,2.166354166666667
DWR_NCRO,FAL,2015-08-27,8.190416666666666,NA,2.3036458333333334
DWR_NCRO,FAL,2015-08-28,8.284375,NA,2.4205208333333332
DWR_NCRO,FAL,2015-08-29,8.111770833333333,NA,2.5736458333333334
DWR_NCRO,FAL,2015-08-30,8.095104166666667,NA,2.3141666666666665
DWR_NCRO,FAL,2015-08-31,8.316145833333334,NA,2.3307291666666665
DWR_NCRO,FAL,2015-09-01,8.546354166666667,NA,2.540625
DWR_NCRO,FAL,2015-09-02,8.121979166666666,NA,2.6758333333333333
DWR_NCRO,FAL,2015-09-03,8.0940625,NA,2.533333333333333
DWR_NCRO,FAL,2015-09-04,8.142604166666667,NA,2.6996875
DWR_NCRO,FAL,2015-09-05,8.1909375,NA,2.7571875
DWR_NCRO,FAL,2015-09-06,8.4303125,NA,2.935416666666667
DWR_NCRO,FAL,2015-09-07,8.6971875,NA,3.1152083333333334
DWR_NCRO,FAL,2015-09-08,8.5290625,NA,3.1628125
DWR_NCRO,FAL,2015-09-09,8.690416666666666,NA,2.9360416666666667
DWR_NCRO,FAL,2015-09-10,8.554895833333333,NA,2.4616666666666664
DWR_NCRO,FAL,2015-09-11,8.273229166666667,NA,2.0483333333333333
DWR_NCRO,FAL,2015-09-12,8.173541666666667,NA,2.1420833333333333
DWR_NCRO,FAL,2015-09-13,8.440833333333334,NA,2.168229166666667
DWR_NCRO,FAL,2015-09-14,8.186041666666666,NA,2.0740625
DWR_NCRO,FAL,2015-09-15,8.212291666666667,NA,1.984375
DWR_NCRO,FAL,2015-09-16,8.312708333333333,NA,2.0368749999999998
DWR_NCRO,FAL,2015-09-17,8.3628125,NA,2.109166666666667
DWR_NCRO,FAL,2015-09-18,8.5384375,NA,2.005
DWR_NCRO,FAL,2015-09-19,8.704479166666667,NA,1.8957291666666667
DWR_NCRO,FAL,2015-09-20,8.783958333333333,NA,2.4146875
DWR_NCRO,FAL,2015-09-21,8.680520833333333,NA,2.6709375
DWR_NCRO,FAL,2015-09-22,8.12375,NA,2.2080208333333333
DWR_NCRO,FAL,2015-09-23,8.351041666666667,NA,2.0988541666666665
DWR_NCRO,FAL,2015-09-24,8.458229166666667,NA,2.2292708333333335
DWR_NCRO,FAL,2015-09-25,8.202708333333334,NA,2.1414583333333335
DWR_NCRO,FAL,2015-09-26,8.2165625,NA,1.91
DWR_NCRO,FAL,2015-09-27,8.300833333333333,NA,2.2460416666666667
DWR_NCRO,FAL,2015-09-28,8.187395833333333,NA,2.4478125
DWR_NCRO,FAL,2015-09-29,8.130729166666667,NA,2.243333333333333
DWR_NCRO,FAL,2015-09-30,8.1890625,NA,2.301458333333333
DWR_NCRO,FAL,2015-10-01,7.9621875,NA,2.288333333333333
DWR_NCRO,FAL,2015-10-02,7.9728125,NA,2.288854166666667
DWR_NCRO,FAL,2015-10-03,8.030729166666667,NA,2.3273958333333336
DWR_NCRO,FAL,2015-10-04,8.063229166666666,NA,2.3076041666666667
DWR_NCRO,FAL,2015-10-05,8.108854166666667,NA,2.357291666666667
DWR_NCRO,FAL,2015-10-06,8.2153125,NA,2.42375
DWR_NCRO,FAL,2015-10-07,8.2953125,NA,2.4982291666666665
DWR_NCRO,FAL,2015-10-08,8.26625,NA,2.5061458333333335
DWR_NCRO,FAL,2015-10-09,8.290416666666667,NA,2.4872916666666667
DWR_NCRO,FAL,2015-10-10,8.296145833333334,NA,2.5035416666666666
DWR_NCRO,FAL,2015-10-11,8.301354166666666,NA,2.4814583333333333
DWR_NCRO,FAL,2015-10-12,8.238125,NA,2.473333333333333
DWR_NCRO,FAL,2015-10-13,8.195729166666666,NA,2.475625
DWR_NCRO,FAL,2015-10-14,8.216041666666667,NA,2.4291666666666667
DWR_NCRO,FAL,2015-10-15,8.148229166666667,NA,2.409375
DWR_NCRO,FAL,2015-10-16,8.0859375,NA,2.3766666666666665
DWR_NCRO,FAL,2015-10-17,8.226875,NA,2.3984375
DWR_NCRO,FAL,2015-10-18,8.301770833333334,NA,2.3628125
DWR_NCRO,FAL,2015-10-19,8.352291666666666,NA,2.3783333333333334
DWR_NCRO,FAL,2015-10-20,8.4371875,NA,2.3884375
DWR_NCRO,FAL,2015-10-21,8.465625,NA,3.3461458333333334
DWR_NCRO,FAL,2015-10-22,8.4690625,NA,3.8813541666666667
DWR_NCRO,FAL,2015-10-23,8.439375,NA,3.9457291666666667
DWR_NCRO,FAL,2015-10-24,8.3732291666666665,NA,3.993125
DWR_NCRO,FAL,2015-10-25,8.383854166666666,NA,3.9272916666666666
DWR_NCRO,FAL,2015-10-26,8.33375,NA,4.071770833333333
DWR_NCRO,FAL,2015-10-27,8.212083333333334,NA,4.0165625
DWR_NCRO,FAL,2015-10-28,8.119479166666666,NA,4.123541666666667
DWR_NCRO,FAL,2015-10-29,8.280416666666666,NA,4.168020833333333
DWR_NCRO,FAL,2015-10-30,8.371770833333333,NA,4.1457291666666665
DWR_NCRO,FAL,2015-10-31,8.387708333333332,NA,4.1198958333333335
DWR_NCRO,FAL,2015-11-01,8.5271875,NA,4.119583333333333
DWR_NCRO,FAL,2015-11-02,8.489479166666667,NA,4.101145833333334
DWR_NCRO,FAL,2015-11-03,8.546458333333334,NA,4.0226041666666665
DWR_NCRO,FAL,2015-11-04,8.9515625,NA,4.292916666666667
DWR_NCRO,FAL,2015-11-05,9.093125,NA,4.128541666666667
DWR_NCRO,FAL,2015-11-06,9.1440625,NA,4.3171875
DWR_NCRO,FAL,2015-11-07,9.17,NA,4.3425
DWR_NCRO,FAL,2015-11-08,9.108020833333333,NA,4.240104166666667
DWR_NCRO,FAL,2015-11-09,9.065208333333333,NA,4.264479166666667
DWR_NCRO,FAL,2015-11-10,9.137083333333333,NA,4.037333333333334
DWR_NCRO,FAL,2015-11-11,9.15625,NA,2.8620833333333335
DWR_NCRO,FAL,2015-11-12,9.197395833333333,NA,2.840520833333333
DWR_NCRO,FAL,2015-11-13,9.203645833333333,NA,3.332105263157895
DWR_NCRO,FAL,2015-11-14,9.185625,NA,2.771875
DWR_NCRO,FAL,2015-11-15,9.221354166666666,NA,3.1566666666666667
DWR_NCRO,FAL,2015-11-16,9.6111458333333335,NA,3.3034375
DWR_NCRO,FAL,2015-11-17,9.813958333333334,NA,3.7611458333333334
DWR_NCRO,FAL,2015-11-18,9.846875,NA,3.8008333333333333
DWR_NCRO,FAL,2015-11-19,9.8884375,NA,3.876875
DWR_NCRO,FAL,2015-11-20,9.876145833333334,NA,3.935
DWR_NCRO,FAL,2015-11-21,9.838229166666666,NA,4.57
DWR_NCRO,FAL,2015-11-22,9.760520833333333,NA,6.016829268292683
DWR_NCRO,FAL,2015-11-23,9.682291666666666,NA,3.984375
DWR_NCRO,FAL,2015-11-24,9.65,NA,3.9902083333333334
DWR_NCRO,FAL,2015-11-25,9.753125,NA,4.085208333333333
DWR_NCRO,FAL,2015-11-26,9.922708333333333,NA,4.545625
DWR_NCRO,FAL,2015-11-27,10.205,NA,5.140416666666667
DWR_NCRO,FAL,2015-11-28,10.350416666666666,NA,5.326770833333334
DWR_NCRO,FAL,2015-11-29,10.434270833333333,NA,6.0092473118279575
DWR_NCRO,FAL,2015-11-30,10.532395833333334,NA,9.448125000000001
DWR_NCRO,FAL,2015-12-01,10.597395833333334,NA,9.517051282051282
DWR_NCRO,FAL,2015-12-02,10.681458333333333,NA,7.846875
DWR_NCRO,FAL,2015-12-03,10.599375,NA,6.546354166666666
DWR_NCRO,FAL,2015-12-04,10.613958333333333,NA,6.860421052631579
DWR_NCRO,FAL,2015-12-05,10.658854166666666,NA,9.268315789473684
DWR_NCRO,FAL,2015-12-06,10.64,NA,6.899583333333333
DWR_NCRO,FAL,2015-12-07,10.654479166666667,NA,6.963333333333333
DWR_NCRO,FAL,2015-12-08,10.601979166666666,NA,7.052708333333333
DWR_NCRO,FAL,2015-12-09,10.5340625,NA,7.402916666666667
DWR_NCRO,FAL,2015-12-10,10.493020833333333,NA,7.025833333333334
DWR_NCRO,FAL,2015-12-11,10.496770833333333,NA,6.970625
DWR_NCRO,FAL,2015-12-12,10.595,NA,7.506875
DWR_NCRO,FAL,2015-12-13,10.5634375,NA,7.6746875
DWR_NCRO,FAL,2015-12-14,10.7309375,NA,9.135416666666666
DWR_NCRO,FAL,2015-12-15,10.880416666666667,NA,9.135684210526316
DWR_NCRO,FAL,2015-12-16,10.916875,NA,8.9002083333333335
DWR_NCRO,FAL,2015-12-17,10.873958333333333,NA,8.541354166666666
DWR_NCRO,FAL,2015-12-18,10.8628125,NA,10.403888888888888
DWR_NCRO,FAL,2015-12-19,10.840520833333333,NA,8.9002083333333335
DWR_NCRO,FAL,2015-12-20,10.81,NA,7.89021052631579
DWR_NCRO,FAL,2015-12-21,10.813541666666667,NA,8.4340625
DWR_NCRO,FAL,2015-12-22,10.804583333333333,NA,7.699583333333333
DWR_NCRO,FAL,2015-12-23,10.8565625,NA,6.252916666666667
DWR_NCRO,FAL,2015-12-24,10.8365625,NA,6.231979166666667
DWR_NCRO,FAL,2015-12-25,10.883333333333333,NA,5.678333333333334
DWR_NCRO,FAL,2015-12-26,10.9190625,NA,5.3634375
DWR_NCRO,FAL,2015-12-27,10.879895833333332,NA,4.794791666666667
DWR_NCRO,FAL,2015-12-28,10.795104166666667,NA,4.130625
DWR_NCRO,FAL,2015-12-29,10.7225,NA,3.710625
DWR_NCRO,FAL,2015-12-30,10.681041666666667,NA,3.3778125
DWR_NCRO,FAL,2015-12-31,10.661979166666667,NA,3.2114583333333333
DWR_NCRO,FAL,2016-01-01,10.715833333333332,NA,3.221875
DWR_NCRO,FAL,2016-01-02,10.698020833333333,NA,3.161875
DWR_NCRO,FAL,2016-01-03,10.654375,NA,3.294375
DWR_NCRO,FAL,2016-01-04,10.615,NA,3.416875
DWR_NCRO,FAL,2016-01-05,10.494375,NA,3.6454166666666667
DWR_NCRO,FAL,2016-01-06,10.422291666666666,NA,3.82
