Source,Station,Latitude,Longitude,Date,Datetime,DissAmmonia_Sign,DissAmmonia,DissNitrateNitrite_Sign,DissNitrateNitrite,DissOrthophos_Sign,DissOrthophos,Chlorophyll_Sign,Chlorophyll
DWR_EMP,C3A,38.36771,-121.5205,2019-11-01,2019-11-01 08:45:00,=,0.75,=,0.12,=,0.099,=,NA
DWR_EMP,C3A,38.36771,-121.5205,2019-12-02,2019-12-02 11:00:00,=,0.63,=,0.13,=,0.069,=,1.41
DWR_EMP,C3A,38.36771,-121.5205,2020-01-14,2020-01-14 09:00:00,=,0.29,=,0.16,=,0.044,=,2.55
DWR_EMP,C3A,38.36771,-121.5205,2020-02-12,2020-02-12 08:15:00,=,0.32,=,0.23,=,0.066,=,1.56
DWR_EMP,C3A,38.36771,-121.5205,2020-03-02,2020-03-02 10:45:00,=,0.7,=,0.14,=,0.068,=,1.74
DWR_EMP,C3A,38.36771,-121.5205,2020-06-12,2020-06-12 09:00:00,=,0.7,=,0.1,=,0.089,=,0.95
DWR_EMP,C3A,38.36771,-121.5205,2020-07-08,2020-07-08 06:45:00,=,0.48,=,0.07,=,0.058,=,1.07
DWR_EMP,C3A,38.36771,-121.5205,2020-08-06,2020-08-06 06:30:00,=,0.61,=,0.07,=,0.056,=,1.41
DWR_EMP,C3A,38.36771,-121.5205,2020-09-23,2020-09-23 10:30:00,=,0.4,=,0.08,=,0.081,=,0.81
DWR_EMP,C3A,38.36771,-121.5205,2020-10-06,2020-10-06 08:45:00,=,0.46,=,0.13,=,0.103,=,0.7
DWR_EMP,C3A,38.36771,-121.5205,2020-11-04,2020-11-04 09:15:00,=,0.28,=,0.111,=,0.085,=,0.53
DWR_EMP,C3A,38.36771,-121.5205,2020-12-03,2020-12-03 08:45:00,=,0.46,=,0.192,=,0.096,=,0.74
DWR_EMP,C9,37.83095,-121.554,2016-10-21,2016-10-21 10:00:00,=,0.03,=,0.25,=,0.08,=,3.19
DWR_EMP,C9,37.83095,-121.554,2016-11-04,2016-11-04 11:00:00,=,0.04,=,0.36,=,0.08,=,6.06
DWR_EMP,C9,37.83095,-121.554,2016-12-06,2016-12-06 12:15:00,=,0.08,=,0.58,=,0.06,=,1.28
DWR_EMP,C9,37.83095,-121.554,2017-01-03,2017-01-03 11:15:00,=,0.07,=,0.52,=,0.05,=,0.77
DWR_EMP,C9,37.83095,-121.554,2017-02-02,2017-02-02 11:15:00,=,0.11,=,1.56,=,0.13,=,0.66
DWR_EMP,C9,37.83095,-121.554,2017-03-14,2017-03-14 08:45:00,=,0.03,=,0.24,=,0.08,=,5.1
DWR_EMP,C9,37.83095,-121.554,2017-04-04,2017-04-04 11:50:00,=,0.03,=,0.3,=,0.08,=,5.59
DWR_EMP,C9,37.83095,-121.554,2017-05-15,2017-05-15 07:55:00,=,0.02,=,0.16,=,0.06,=,5.04
DWR_EMP,C9,37.83095,-121.554,2017-06-12,2017-06-12 07:15:00,=,0.06,=,0.28,=,0.09,=,1.36
DWR_EMP,C9,37.83095,-121.554,2017-07-12,2017-07-12 08:15:00,=,0.05,=,0.14,=,0.09,=,3.63
DWR_EMP,C9,37.83095,-121.554,2017-08-11,2017-08-11 08:50:00,=,0.03,=,0.19,=,0.09,=,2.61
DWR_EMP,C9,37.83095,-121.554,2017-09-11,2017-09-11 10:18:00,=,0.04,=,0.22,=,0.09,=,2.36
DWR_EMP,C9,37.83095,-121.554,2017-10-11,2017-10-11 11:00:00,=,0.02,=,0.2,=,0.07,=,3.28
DWR_EMP,C9,37.83095,-121.554,2017-11-08,2017-11-08 10:15:00,=,0.05,=,0.47,=,0.08,=,1.42
DWR_EMP,C9,37.83095,-121.554,2017-12-06,2017-12-06 09:00:00,=,0.06,=,0.55,=,0.06,=,1.76
DWR_EMP,C9,37.83095,-121.554,2018-01-03,2018-01-03 07:53:00,=,0.07,=,0.65,=,0.06,=,2.02
DWR_EMP,C9,37.83095,-121.554,2018-02-06,2018-02-06 11:35:00,=,0.05,=,0.94,=,0.08,=,0.87
DWR_EMP,C9,37.83095,-121.554,2018-03-05,2018-03-05 09:00:00,=,0.04,=,0.79,=,0.06,=,2.13
DWR_EMP,C9,37.83095,-121.554,2018-04-05,2018-04-05 09:50:00,=,0.05,=,0.62,=,0.08,=,2.19
DWR_EMP,C9,37.83095,-121.554,2018-05-03,2018-05-03 08:10:00,=,0.04,=,0.46,=,0.1,=,1.35
DWR_EMP,C9,37.83095,-121.554,2018-06-06,2018-06-06 11:20:00,=,0.04,=,0.24,=,0.09,=,2.28
DWR_EMP,C9,37.83095,-121.554,2018-07-16,2018-07-16 08:55:00,=,0.03,=,0.12,=,0.08,=,7.87
DWR_EMP,C9,37.83095,-121.554,2018-08-01,2018-08-01 09:20:00,=,0.03,=,0.11,=,0.08,=,3.4
DWR_EMP,C9,37.83095,-121.554,2018-09-14,2018-09-14 10:20:00,=,0.03,=,0.12,=,0.068,=,4.14
DWR_EMP,C9,37.83095,-121.554,2018-10-11,2018-10-11 09:30:00,=,0.03,=,0.248,=,0.082,=,1.02
DWR_EMP,C9,37.83095,-121.554,2018-11-09,2018-11-09 09:45:00,<,0.05,=,0.427,=,0.075,=,1.64
DWR_EMP,C9,37.83095,-121.554,2018-12-10,2018-12-10 09:55:00,=,0.076,=,0.636,=,0.066,=,0.89
DWR_EMP,C9,37.83095,-121.554,2019-01-09,2019-01-09 10:00:00,=,0.09,=,0.9,=,0.07,=,1.81
DWR_EMP,C9,37.83095,-121.554,2019-02-07,2019-02-07 09:15:00,=,0.063,=,1.25,=,0.1,=,0.72
DWR_EMP,C9,37.83095,-121.554,2019-03-11,2019-03-11 09:45:00,<,0.05,=,0.438,=,0.081,=,1.29
DWR_EMP,C9,37.83095,-121.554,2019-04-09,2019-04-09 10:00:00,<,0.05,=,0.28,=,0.055,=,1.36
DWR_EMP,C9,37.83095,-121.554,2019-05-08,2019-05-08 09:30:00,<,0.05,=,0.308,=,0.07,=,1.04
DWR_EMP,C9,37.83095,-121.554,2019-06-06,2019-06-06 09:10:00,<,0.05,=,0.248,=,0.075,=,1.24
DWR_EMP,C9,37.83095,-121.554,2019-07-08,2019-07-08 11:40:00,<,0.05,=,0.131,=,0.074,=,1.26
DWR_EMP,C9,37.83095,-121.554,2019-08-02,2019-08-02 08:05:00,<,0.05,=,0.146,=,0.079,=,3.12
DWR_EMP,C9,37.83095,-121.554,2019-09-03,2019-09-03 10:45:00,<,0.05,=,0.118,=,0.075,=,3.7
DWR_EMP,C9,37.83095,-121.554,2019-10-01,2019-10-01 11:00:00,= (unreliable),NA,=,0.16,=,0.1,=,2.35
DWR_EMP,C9,37.83095,-121.554,2019-11-01,2019-11-01 10:40:00,=,0.13,=,0.45,=,0.17,=,1.95
DWR_EMP,C9,37.83095,-121.554,2019-12-02,2019-12-02 13:00:00,= (unreliable),NA,=,0.45,=,0.052,=,1.31
DWR_EMP,C9,37.83095,-121.554,2020-01-14,2020-01-14 10:55:00,= (unreliable),NA,=,0.7,=,0.06,=,1.03
DWR_EMP,C9,37.83095,-121.554,2020-02-12,2020-02-12 10:10:00,= (unreliable),NA,=,0.67,=,0.048,=,1.93
DWR_EMP,C9,37.83095,-121.554,2020-03-02,2020-03-02 12:20:00,=,0.25,=,0.57,=,0.072,=,0.9
DWR_EMP,C9,37.83095,-121.554,2020-06-11,2020-06-11 09:25:00,<,0.05,=,0.255,=,0.097,=,4.4
DWR_EMP,C9,37.83095,-121.554,2020-07-08,2020-07-08 08:30:00,<,0.05,=,0.106,=,0.094,=,7.42
DWR_EMP,C9,37.83095,-121.554,2020-08-06,2020-08-06 08:15:00,<,0.05,<,0.05,<,0.05,=,9.9
DWR_EMP,C9,37.83095,-121.554,2020-09-23,2020-09-23 12:10:00,<,0.05,=,0.12,=,0.076,=,5.11
DWR_EMP,C9,37.83095,-121.554,2020-10-06,2020-10-06 10:45:00,<,0.05,=,0.17,=,0.079,=,2.67
DWR_EMP,C9,37.83095,-121.554,2020-11-04,2020-11-04 11:00:00,<,0.05,=,0.32,=,0.069,=,1.35
DWR_EMP,C9,37.83095,-121.554,2020-12-03,2020-12-03 10:30:00,<,0.05,=,0.39,=,0.059,=,NA
DWR_EMP,D10,38.04631,-121.9183,2014-01-10,2014-01-10 10:20:00,=,NA,=,NA,=,NA,=,1.34
DWR_EMP,D10,38.04631,-121.9183,2014-02-10,2014-02-10 12:00:00,=,NA,=,NA,=,NA,=,0.43
DWR_EMP,D10,38.04631,-121.9183,2014-03-10,2014-03-10 09:45:00,=,NA,=,NA,=,NA,=,4.49
DWR_EMP,D10,38.04631,-121.9183,2014-04-09,2014-04-09 09:25:00,=,NA,=,NA,=,NA,=,5.05
DWR_EMP,D10,38.04631,-121.9183,2014-05-09,2014-05-09 10:45:00,=,NA,=,NA,=,NA,=,2.73
DWR_EMP,D10,38.04631,-121.9183,2014-06-06,2014-06-06 08:50:00,=,NA,=,NA,=,NA,=,1.63
DWR_EMP,D10,38.04631,-121.9183,2014-07-07,2014-07-07 11:00:00,=,NA,=,NA,=,NA,=,1.82
DWR_EMP,D10,38.04631,-121.9183,2014-08-19,2014-08-19 11:20:00,=,NA,=,NA,=,NA,=,1.94
DWR_EMP,D10,38.04631,-121.9183,2014-09-18,2014-09-18 11:40:00,=,NA,=,NA,=,NA,=,1.95
DWR_EMP,D10,38.04631,-121.9183,2014-10-03,2014-10-03 11:10:00,=,NA,=,NA,=,NA,=,1.28
DWR_EMP,D10,38.04631,-121.9183,2014-11-14,2014-11-14 09:55:00,=,NA,=,NA,=,NA,=,1.09
DWR_EMP,D10,38.04631,-121.9183,2014-12-17,2014-12-17 11:35:00,=,NA,=,NA,=,NA,=,0.78
DWR_EMP,D10,38.04631,-121.9183,2015-01-16,2015-01-16 11:30:00,=,NA,=,NA,=,NA,=,0.36
DWR_EMP,D10,38.04631,-121.9183,2015-02-13,2015-02-13 10:10:00,=,NA,=,NA,=,NA,=,1.83
DWR_EMP,D10,38.04631,-121.9183,2015-03-13,2015-03-13 08:20:00,=,NA,=,NA,=,NA,=,4.41
DWR_EMP,D10,38.04631,-121.9183,2015-04-13,2015-04-13 09:25:00,=,NA,=,NA,=,NA,=,1.5
DWR_EMP,D10,38.04631,-121.9183,2015-05-13,2015-05-13 10:30:00,=,NA,=,NA,=,NA,=,2.04
DWR_EMP,D10,38.04631,-121.9183,2015-06-10,2015-06-10 09:50:00,=,NA,=,NA,=,NA,=,3.67
DWR_EMP,D10,38.04631,-121.9183,2015-07-10,2015-07-10 10:30:00,=,NA,=,NA,=,NA,=,3.36
DWR_EMP,D10,38.04631,-121.9183,2015-08-25,2015-08-25 13:38:00,=,NA,=,NA,=,NA,=,2.22
DWR_EMP,D10,38.04631,-121.9183,2015-09-22,2015-09-22 10:45:00,=,NA,=,NA,=,NA,=,1.56
DWR_EMP,D10,38.04631,-121.9183,2015-10-21,2015-10-21 10:50:00,=,NA,=,NA,=,NA,=,0.93
DWR_EMP,D10,38.04631,-121.9183,2015-11-04,2015-11-04 11:20:00,=,NA,=,NA,=,NA,=,0.93
DWR_EMP,D10,38.04631,-121.9183,2015-12-04,2015-12-04 11:15:00,=,NA,=,NA,=,NA,=,1.41
DWR_EMP,D10,38.04631,-121.9183,2016-01-06,2016-01-06 13:05:00,=,NA,=,NA,=,NA,=,0.82
DWR_EMP,D10,38.04631,-121.9183,2016-02-03,2016-02-03 11:30:00,=,NA,=,NA,=,NA,=,0.96
DWR_EMP,D10,38.04631,-121.9183,2016-03-04,2016-03-04 10:55:00,=,NA,=,NA,=,NA,=,3.52
DWR_EMP,D10,38.04631,-121.9183,2016-04-15,2016-04-15 10:55:00,=,NA,=,NA,=,NA,=,3.99
DWR_EMP,D10,38.04631,-121.9183,2016-05-13,2016-05-13 08:45:00,=,NA,=,NA,=,NA,=,26.56
DWR_EMP,D10,38.04631,-121.9183,2016-06-13,2016-06-13 10:05:00,=,NA,=,NA,=,NA,=,2.64
DWR_EMP,D10,38.04631,-121.9183,2016-07-13,2016-07-13 11:10:00,=,NA,=,NA,=,NA,=,1.78
DWR_EMP,D10,38.04631,-121.9183,2016-08-10,2016-08-10 09:50:00,=,NA,=,NA,=,NA,=,1.96
DWR_EMP,D10,38.04631,-121.9183,2016-09-12,2016-09-12 12:50:00,=,NA,=,NA,=,NA,=,2.09
DWR_EMP,D10,38.04631,-121.9183,2016-10-24,2016-10-24 11:20:00,=,NA,=,NA,=,NA,=,2.03
DWR_EMP,D10,38.04631,-121.9183,2016-11-07,2016-11-07 10:00:00,=,NA,=,NA,=,NA,=,1.32
DWR_EMP,D10,38.04631,-121.9183,2016-12-09,2016-12-09 11:42:00,=,NA,=,NA,=,NA,=,1.36
DWR_EMP,D10,38.04631,-121.9183,2017-01-09,2017-01-09 12:00:00,=,NA,=,NA,=,NA,=,1.92
DWR_EMP,D10,38.04631,-121.9183,2017-02-08,2017-02-08 12:40:00,=,0.06,=,0.35,=,0.08,=,5.97
DWR_EMP,D10,38.04631,-121.9183,2017-03-08,2017-03-08 11:15:00,=,0.04,=,0.32,=,0.05,=,3.9
DWR_EMP,D10,38.04631,-121.9183,2017-04-05,2017-04-05 11:00:00,=,0.04,=,0.24,=,0.05,=,5.14
DWR_EMP,D10,38.04631,-121.9183,2017-05-22,2017-05-22 13:05:00,=,0.04,=,0.12,=,0.04,=,6.57
DWR_EMP,D10,38.04631,-121.9183,2017-06-19,2017-06-19 11:10:00,=,0.05,=,0.19,=,0.04,=,4.25
DWR_EMP,D10,38.04631,-121.9183,2017-07-18,2017-07-18 11:45:00,=,0.06,=,0.07,=,0.05,=,11.04
DWR_EMP,D10,38.04631,-121.9183,2017-08-16,2017-08-16 11:10:00,=,0.05,=,0.3,=,0.07,=,2.28
DWR_EMP,D10,38.04631,-121.9183,2017-09-14,2017-09-14 12:20:00,=,0.08,=,0.32,=,0.08,=,2.83
DWR_EMP,D10,38.04631,-121.9183,2017-10-12,2017-10-12 10:30:00,=,0.09,=,0.31,=,0.07,=,1.91
DWR_EMP,D10,38.04631,-121.9183,2017-11-15,2017-11-15 12:40:00,=,0.12,=,0.44,=,0.07,=,1.03
DWR_EMP,D10,38.04631,-121.9183,2017-12-13,2017-12-13 12:25:00,=,0.18,=,0.5,=,0.08,=,0.81
DWR_EMP,D10,38.04631,-121.9183,2018-01-10,2018-01-10 11:10:00,=,0.2,=,0.46,=,0.07,=,0.83
DWR_EMP,D10,38.04631,-121.9183,2018-02-08,2018-02-08 10:20:00,=,0.15,=,0.61,=,0.08,=,3.1
DWR_EMP,D10,38.04631,-121.9183,2018-03-14,2018-03-14 13:40:00,=,0.13,=,0.52,=,0.07,=,3.16
DWR_EMP,D10,38.04631,-121.9183,2018-04-11,2018-04-11 12:50:00,=,0.07,=,0.21,=,0.04,=,1.92
DWR_EMP,D10,38.04631,-121.9183,2018-05-10,2018-05-10 11:25:00,=,0.04,=,0.36,=,0.07,=,13
DWR_EMP,D10,38.04631,-121.9183,2018-06-08,2018-06-08 11:20:00,=,0.06,=,0.41,=,0.09,=,2.03
DWR_EMP,D10,38.04631,-121.9183,2018-07-10,2018-07-10 13:25:00,=,0.07,=,0.41,=,0.09,=,3.13
DWR_EMP,D10,38.04631,-121.9183,2018-08-07,2018-08-07 12:20:00,=,0.09,=,0.32,=,0.09,=,2.81
DWR_EMP,D10,38.04631,-121.9183,2018-09-18,2018-09-18 10:05:00,=,0.06,=,0.27,=,0.089,=,1.46
DWR_EMP,D10,38.04631,-121.9183,2018-10-17,2018-10-17 10:40:00,=,0.094,=,0.33,=,0.093,=,1.43
DWR_EMP,D10,38.04631,-121.9183,2018-11-20,2018-11-20 13:20:00,=,0.121,=,0.413,=,0.088,=,1.09
DWR_EMP,D10,38.04631,-121.9183,2018-12-17,2018-12-17 11:55:00,=,0.173,=,0.503,=,0.082,=,0.68
DWR_EMP,D10,38.04631,-121.9183,2019-01-16,2019-01-16 11:30:00,=,0.214,=,0.59,=,0.088,=,1
DWR_EMP,D10,38.04631,-121.9183,2019-02-19,2019-02-19 15:15:00,=,0.07,=,0.377,=,0.06,=,1.87
DWR_EMP,D10,38.04631,-121.9183,2019-03-15,2019-03-15 11:20:00,=,0.05,=,0.28,=,0.061,=,3
DWR_EMP,D10,38.04631,-121.9183,2019-04-15,2019-04-15 12:50:00,<,0.05,=,0.161,=,0.051,=,1.38
DWR_EMP,D10,38.04631,-121.9183,2019-05-14,2019-05-14 14:25:00,<,0.05,=,0.151,<,0.05,=,4.19
DWR_EMP,D10,38.04631,-121.9183,2019-06-11,2019-06-11 11:45:00,<,0.05,=,0.14,=,0.051,=,2.18
DWR_EMP,D10,38.04631,-121.9183,2019-07-11,2019-07-11 11:50:00,<,0.05,=,0.246,=,0.064,=,4.03
DWR_EMP,D10,38.04631,-121.9183,2019-08-08,2019-08-08 11:05:00,<,0.05,=,0.203,=,0.065,=,NA
DWR_EMP,D10,38.04631,-121.9183,2019-09-06,2019-09-06 10:20:00,<,0.05,=,0.236,=,0.081,=,3.03
DWR_EMP,D10,38.04631,-121.9183,2019-10-07,2019-10-07 12:10:00,= (unreliable),NA,= (unreliable),NA,=,0.07,=,1.6
DWR_EMP,D10,38.04631,-121.9183,2019-11-06,2019-11-06 12:10:00,=,0.14,<,0.15,=,0.064,=,1.44
DWR_EMP,D10,38.04631,-121.9183,2019-12-06,2019-12-06 12:35:00,=,0.24,<,0.15,=,0.061,=,0.67
DWR_EMP,D10,38.04631,-121.9183,2020-01-21,2020-01-21 11:30:00,=,0.18,=,0.49,=,0.066,=,1.34
DWR_EMP,D10,38.04631,-121.9183,2020-02-19,2020-02-19 12:00:00,=,0.16,=,0.48,=,0.064,=,2.89
DWR_EMP,D10,38.04631,-121.9183,2020-03-05,2020-03-05 11:50:00,=,0.2,=,0.013,=,0.086,=,5.14
DWR_EMP,D10,38.04631,-121.9183,2020-06-16,2020-06-16 13:45:00,<,0.05,=,0.41,=,0.091,=,2.71
DWR_EMP,D10,38.04631,-121.9183,2020-07-15,2020-07-15 11:40:00,<,0.05,=,0.3,=,0.087,=,2.15
DWR_EMP,D10,38.04631,-121.9183,2020-08-13,2020-08-13 13:50:00,<,0.05,=,0.217,=,0.083,=,2.1
