Source,Station,Date,WaterTemp_Mean,WaterTemp_Max,DO_Mean,DO_Max,pH_Mean,pH_Max,Chla_Mean,Chla_Max
DWR_NCRO,FAL,2015-01-21,9.977083333333333,10.1,9.4034375,9.58,NA,NA,3.5391666666666666,4.07
DWR_NCRO,FAL,2015-01-22,9.986458333333333,10.1,9.411979166666667,9.49,NA,NA,3.523229166666667,3.94
DWR_NCRO,FAL,2015-01-23,9.909375,10.1,9.411458333333334,9.49,NA,NA,3.496770833333333,3.86
DWR_NCRO,FAL,2015-01-24,9.93125,10.1,9.475520833333334,9.58,NA,NA,3.5111458333333334,4.11
DWR_NCRO,FAL,2015-01-25,9.977083333333333,10.1,9.57125,9.64,NA,NA,3.4466666666666668,3.89
DWR_NCRO,FAL,2015-01-26,10.065625,10.3,9.616041666666666,9.7,NA,NA,3.4082291666666666,3.74
DWR_NCRO,FAL,2015-01-27,10.348958333333334,10.6,9.565208333333333,9.66,NA,NA,3.4027083333333334,3.8
DWR_NCRO,FAL,2015-01-28,10.594791666666667,11,9.508020833333333,9.59,NA,NA,3.3598958333333333,4.02
DWR_NCRO,FAL,2015-01-29,10.798958333333333,11.2,9.467604166666666,9.57,NA,NA,3.3154166666666667,3.77
DWR_NCRO,FAL,2015-01-30,10.986458333333333,11.3,9.433958333333333,9.52,NA,NA,3.2878125,3.7
DWR_NCRO,FAL,2015-01-31,11.121875,11.4,9.5330208333333335,9.67,NA,NA,3.3277083333333333,3.85
DWR_NCRO,FAL,2015-02-01,11.144791666666666,11.3,9.571979166666667,9.64,NA,NA,3.325833333333333,3.75
DWR_NCRO,FAL,2015-02-02,11.210416666666667,11.4,9.5121875,9.6,NA,NA,3.3575,3.84
DWR_NCRO,FAL,2015-02-03,11.405208333333334,11.7,9.452395833333334,9.53,NA,NA,3.3355208333333333,3.85
DWR_NCRO,FAL,2015-02-04,11.536458333333334,11.7,9.382395833333334,9.43,NA,NA,3.3810416666666665,4
DWR_NCRO,FAL,2015-02-05,11.558333333333334,11.7,9.3584375,9.44,NA,NA,3.3813541666666667,4.01
DWR_NCRO,FAL,2015-02-06,11.614583333333334,11.8,9.3246875,9.6,NA,NA,3.410625,4.68
DWR_NCRO,FAL,2015-02-07,11.9625,12.2,9.52875,9.6,NA,NA,3.9720833333333334,4.98
DWR_NCRO,FAL,2015-02-08,12.245833333333334,12.4,9.526666666666667,9.64,NA,NA,3.8085416666666667,4.47
DWR_NCRO,FAL,2015-02-09,12.528125,13,9.563229166666666,9.7,NA,NA,4.036770833333334,5.34
DWR_NCRO,FAL,2015-02-10,12.7125,13.1,9.418541666666666,9.48,NA,NA,4.6475,5.19
DWR_NCRO,FAL,2015-02-11,12.847916666666666,13.3,9.280520833333334,9.37,NA,NA,4.578020833333333,4.96
DWR_NCRO,FAL,2015-02-12,13.136458333333334,13.7,9.1109375,9.2,NA,NA,4.572916666666667,4.93
DWR_NCRO,FAL,2015-02-13,13.433333333333334,14.1,8.919895833333333,9.05,NA,NA,4.8503125,5.51
DWR_NCRO,FAL,2015-02-14,13.7125,14.4,8.735520833333334,8.89,NA,NA,5.211979166666667,7.33
DWR_NCRO,FAL,2015-02-15,13.921875,14.5,8.574479166666666,8.74,NA,NA,5.429375,5.97
DWR_NCRO,FAL,2015-02-16,14.039583333333333,14.5,8.435,8.6,NA,NA,5.566145833333334,6.65
DWR_NCRO,FAL,2015-02-17,14.095833333333333,14.3,8.614895833333334,8.89,NA,NA,5.597708333333333,6.15
DWR_NCRO,FAL,2015-02-18,13.963541666666666,14.2,8.840416666666666,8.94,NA,NA,5.639895833333333,6.3
DWR_NCRO,FAL,2015-02-19,13.96875,14.1,8.671770833333333,8.77,NA,NA,5.713125,6.25
DWR_NCRO,FAL,2015-02-20,14.10625,14.3,8.5396875,8.64,NA,NA,5.69,6.38
DWR_NCRO,FAL,2015-02-21,14.2625,14.4,8.484166666666667,8.55,NA,NA,5.6340625,6.16
DWR_NCRO,FAL,2015-02-22,14.188541666666666,14.3,8.636770833333333,9,NA,NA,5.67375,6.19
DWR_NCRO,FAL,2015-02-23,13.452083333333334,13.8,9.264270833333333,9.56,NA,NA,5.813541666666667,8.51
DWR_NCRO,FAL,2015-02-24,13.18125,13.4,9.345625,9.49,NA,NA,5.719895833333333,6.25
DWR_NCRO,FAL,2015-02-25,13.375,13.7,9.2361458333333335,9.33,NA,NA,5.6609375,6.25
DWR_NCRO,FAL,2015-02-26,13.639583333333334,14.1,9.171875,9.3,NA,NA,5.6078125,6.37
DWR_NCRO,FAL,2015-02-27,13.747916666666667,14.1,9.3715625,9.54,NA,NA,5.628333333333333,6.62
DWR_NCRO,FAL,2015-02-28,13.744791666666666,14.2,9.4778125,9.54,NA,NA,5.672916666666667,6.69
DWR_NCRO,FAL,2015-03-01,13.832291666666666,14.2,9.4044791666666665,9.47,NA,NA,5.6365625,6.46
DWR_NCRO,FAL,2015-03-02,13.804166666666667,14,9.350208333333333,9.4,NA,NA,5.6277083333333335,6.28
DWR_NCRO,FAL,2015-03-03,13.822916666666666,14.1,9.291145833333333,9.35,NA,NA,5.601458333333333,6.32
DWR_NCRO,FAL,2015-03-04,13.872631578947368,14.2,9.328842105263158,9.46,NA,NA,4.891473684210526,5.96
DWR_NCRO,FAL,2015-03-05,13.957291666666666,14.3,9.31625,9.36,NA,NA,4.350833333333333,5.3
DWR_NCRO,FAL,2015-03-06,14.154166666666667,14.4,9.272083333333333,9.31,NA,NA,4.409375,4.9
DWR_NCRO,FAL,2015-03-07,14.402083333333334,14.7,9.221458333333334,9.27,NA,NA,4.460729166666667,5.06
DWR_NCRO,FAL,2015-03-08,14.68125,14.9,9.183541666666667,9.26,NA,NA,4.58375,5.35
DWR_NCRO,FAL,2015-03-09,14.917708333333334,15.3,9.228020833333334,9.37,NA,NA,4.726875,5.63
DWR_NCRO,FAL,2015-03-10,15.184375,15.6,9.185416666666667,9.34,NA,NA,4.832395833333333,5.97
DWR_NCRO,FAL,2015-03-11,15.31875,15.8,9.188541666666667,9.34,NA,NA,4.764895833333333,5.66
DWR_NCRO,FAL,2015-03-12,15.508333333333333,16.2,9.2703125,9.63,NA,NA,4.6580208333333335,6.22
DWR_NCRO,FAL,2015-03-13,15.875,16.7,9.2503125,9.48,NA,NA,4.4871875,5.67
DWR_NCRO,FAL,2015-03-14,16.3,17.2,9.1875,9.38,NA,NA,4.436458333333333,6.05
DWR_NCRO,FAL,2015-03-15,16.636458333333334,17.3,9.153125,9.36,NA,NA,4.51625,5.86
DWR_NCRO,FAL,2015-03-16,16.663541666666667,17,9.118125000000001,9.28,NA,NA,4.652604166666666,6.21
DWR_NCRO,FAL,2015-03-17,16.736458333333335,17.1,9.173125,9.43,NA,NA,4.738020833333334,6.04
DWR_NCRO,FAL,2015-03-18,16.695833333333333,17.1,9.2953125,9.56,NA,NA,4.999479166666666,6.46
DWR_NCRO,FAL,2015-03-19,16.84375,17.2,9.34,9.59,NA,NA,5.385416666666667,6.63
DWR_NCRO,FAL,2015-03-20,16.95625,17.1,9.344479166666666,9.58,NA,NA,5.8225,7.69
DWR_NCRO,FAL,2015-03-21,16.95,17.2,9.4515625,9.79,NA,NA,6.244583333333333,7.76
DWR_NCRO,FAL,2015-03-22,17.086458333333333,17.3,9.493125,9.84,NA,NA,6.752291666666666,8.23
DWR_NCRO,FAL,2015-03-23,17.121875,17.5,9.6478125,10.37,NA,NA,7.523854166666666,8.73
DWR_NCRO,FAL,2015-03-24,17.015625,17.3,9.876041666666667,10.72,NA,NA,8.4159375,10.14
DWR_NCRO,FAL,2015-03-25,17.221875,17.8,10.252916666666666,11.43,NA,NA,9.8596875,12.72
DWR_NCRO,FAL,2015-03-26,17.665625,18.5,10.801875,12.53,NA,NA,12.011145833333334,15.81
DWR_NCRO,FAL,2015-03-27,18.145833333333332,19,11.2340625,12.96,NA,NA,14.1240625,18.57
DWR_NCRO,FAL,2015-03-28,18.246875,18.9,11.445416666666667,13.29,NA,NA,17.01364583333333,24.39
DWR_NCRO,FAL,2015-03-29,18.33125,19,11.72875,13.53,NA,NA,19.28,25.09
DWR_NCRO,FAL,2015-03-30,18.495833333333334,19,11.934791666666667,13.29,NA,NA,19.981770833333332,23.58
DWR_NCRO,FAL,2015-03-31,18.164583333333333,18.5,11.186458333333333,11.95,NA,NA,18.018958333333334,22.41
DWR_NCRO,FAL,2015-04-01,17.84375,18.1,10.916770833333333,11.52,NA,NA,14.826145833333333,19.02
DWR_NCRO,FAL,2015-04-02,17.3,17.8,10.361979166666666,10.96,NA,NA,10.4478125,17.61
DWR_NCRO,FAL,2015-04-03,17.145833333333332,17.5,9.825104166666666,10.15,NA,NA,7.226770833333333,9.83
DWR_NCRO,FAL,2015-04-04,16.983333333333334,17.3,9.498645833333333,9.69,NA,NA,6.087916666666667,7.66
DWR_NCRO,FAL,2015-04-05,16.565625,16.9,9.24375,9.41,NA,NA,5.587916666666667,6.84
DWR_NCRO,FAL,2015-04-06,16.364583333333332,16.9,9.150416666666667,9.4,NA,NA,5.193645833333333,6.53
DWR_NCRO,FAL,2015-04-07,16.227083333333333,16.5,9.0884375,9.4,NA,NA,5.374791666666667,10
DWR_NCRO,FAL,2015-04-08,16.220833333333335,16.8,9.195729166666666,9.71,NA,NA,4.939895833333333,6.25
DWR_NCRO,FAL,2015-04-09,16.55625,17.1,9.3271875,10.06,NA,NA,5.1315625,6.32
DWR_NCRO,FAL,2015-04-10,16.907291666666666,17.7,9.457916666666666,10.48,NA,NA,5.6198958333333335,7.53
DWR_NCRO,FAL,2015-04-11,16.954166666666666,17.6,9.601875,10.66,NA,NA,6.238020833333334,10.38
DWR_NCRO,FAL,2015-04-12,17.265625,18.1,9.97,11.57,NA,NA,8.466145833333334,19.55
DWR_NCRO,FAL,2015-04-13,17.558333333333334,18.2,10.143229166666666,11.62,NA,NA,10.4934375,21
DWR_NCRO,FAL,2015-04-14,17.269791666666666,17.6,10.570520833333333,12.31,NA,NA,15.7321875,32.4
DWR_NCRO,FAL,2015-04-15,16.776041666666668,17.1,10.875416666666666,11.85,NA,NA,26.085625,48.79
DWR_NCRO,FAL,2015-04-16,16.761458333333334,17.3,11.1725,12.85,NA,NA,32.98822916666666,52.81
DWR_NCRO,FAL,2015-04-17,17.089583333333334,17.6,11.3615625,12.64,NA,NA,33.97958333333333,48.01
DWR_NCRO,FAL,2015-04-18,17.40416666666667,17.8,11.312604166666667,12.52,NA,NA,31.264659090909092,49.82
DWR_NCRO,FAL,2015-04-19,17.671875,17.9,10.959375,12.35,NA,NA,NA,NA
DWR_NCRO,FAL,2015-04-20,17.709375,18.1,10.475208333333333,11.58,NA,NA,NA,NA
DWR_NCRO,FAL,2015-04-21,17.569791666666667,17.9,10.117083333333333,10.99,NA,NA,NA,NA
DWR_NCRO,FAL,2015-04-22,17.816666666666666,18.6,10.270729166666667,11.52,NA,NA,26.8608,33.6
DWR_NCRO,FAL,2015-04-23,18.155208333333334,19,10.09875,10.91,NA,NA,19.9409375,28.51
DWR_NCRO,FAL,2015-04-24,18.026041666666668,18.4,9.696770833333334,10.33,NA,NA,16.603958333333335,24.6
DWR_NCRO,FAL,2015-04-25,18.011458333333334,18.7,9.422083333333333,9.94,NA,NA,13.106979166666667,23.71
DWR_NCRO,FAL,2015-04-26,17.913541666666667,18.5,9.139375,9.38,NA,NA,9.815208333333333,14.19
DWR_NCRO,FAL,2015-04-27,18.289583333333333,19.3,8.672916666666667,8.98,NA,NA,6.676041666666666,9.04
DWR_NCRO,FAL,2015-04-28,18.696875,19.5,8.227291666666666,8.68,NA,NA,4.3834375,6.51
DWR_NCRO,FAL,2015-04-29,19.021875,19.8,7.8771875,8.34,NA,NA,3.330208333333333,4.63
DWR_NCRO,FAL,2015-04-30,19.365625,20.2,7.610729166666666,8.13,NA,NA,3.1219791666666667,16.17
DWR_NCRO,FAL,2015-05-01,19.765625,20.3,7.446458333333333,7.9,NA,NA,2.9417708333333334,3.59
DWR_NCRO,FAL,2015-05-02,19.75208333333333,20,7.7240625,7.95,NA,NA,2.972916666666667,3.49
DWR_NCRO,FAL,2015-05-03,19.407291666666666,19.8,8.0728125,8.28,NA,NA,3.218125,4.2
DWR_NCRO,FAL,2015-05-04,19.035416666666666,19.4,8.290104166666667,8.63,NA,NA,3.496354166666667,4.94
DWR_NCRO,FAL,2015-05-05,19.135416666666668,19.5,8.149895833333334,8.46,NA,NA,3.496354166666667,4.42
DWR_NCRO,FAL,2015-05-06,19.211458333333333,19.6,8.053333333333333,8.41,NA,NA,4.173958333333333,5.95
DWR_NCRO,FAL,2015-05-07,19.002083333333335,19.3,8.048125,8.5,NA,NA,4.95625,8.05
DWR_NCRO,FAL,2015-05-08,18.958333333333332,19.4,7.979479166666667,8.58,NA,NA,5.263645833333333,8.62
DWR_NCRO,FAL,2015-05-09,19.213541666666668,19.9,8.083020833333332,8.76,NA,NA,5.248020833333333,7.79
DWR_NCRO,FAL,2015-05-10,19.40625,20.2,8.1859375,8.97,NA,NA,5.618854166666667,8.7
DWR_NCRO,FAL,2015-05-11,19.597916666666666,20.4,8.1434375,8.82,NA,NA,5.574791666666667,8.46
DWR_NCRO,FAL,2015-05-12,19.213541666666668,19.6,8.318854166666666,9.01,NA,NA,5.570625,8.39
DWR_NCRO,FAL,2015-05-13,18.95625,19.4,8.4203125,8.98,NA,NA,5.547083333333333,8.27
DWR_NCRO,FAL,2015-05-14,18.759375,18.9,8.3915625,8.8,NA,NA,5.715104166666666,8.65
DWR_NCRO,FAL,2015-05-15,18.7,19.2,8.368125,8.7,NA,NA,5.318125,6.93
DWR_NCRO,FAL,2015-05-16,18.921875,19.4,8.3220833333333335,8.53,NA,NA,4.947291666666667,7.05
DWR_NCRO,FAL,2015-05-17,18.98125,19.2,8.259270833333334,8.47,NA,NA,4.7353125,6.4
DWR_NCRO,FAL,2015-05-18,18.914583333333333,19.2,8.308125,8.57,NA,NA,4.473958333333333,5.85
DWR_NCRO,FAL,2015-05-19,19.096875,19.6,8.3071875,8.54,NA,NA,4.296770833333333,5.4
DWR_NCRO,FAL,2015-05-20,19.241666666666667,19.9,8.299895833333334,8.5,NA,NA,4.165416666666666,5.26
DWR_NCRO,FAL,2015-05-21,19.089583333333334,19.6,8.416770833333333,8.63,NA,NA,4.179583333333333,10.38
DWR_NCRO,FAL,2015-05-22,19.119791666666668,19.7,8.447708333333333,8.68,NA,NA,4.078125,5.15
DWR_NCRO,FAL,2015-05-23,19.397916666666667,20.2,8.3603125,8.52,NA,NA,4.0128125,4.79
DWR_NCRO,FAL,2015-05-24,19.65,20.4,8.3634375,8.59,NA,NA,4.011979166666666,5.2
DWR_NCRO,FAL,2015-05-25,19.726041666666667,20.4,8.3946875,8.51,NA,NA,3.9130208333333334,4.96
DWR_NCRO,FAL,2015-05-26,19.553125,19.9,8.510520833333333,8.69,NA,NA,3.831770833333333,4.79
DWR_NCRO,FAL,2015-05-27,19.383333333333333,19.8,8.568020833333334,8.82,NA,NA,3.5716666666666668,4.11
DWR_NCRO,FAL,2015-05-28,19.422916666666666,19.9,8.511666666666667,8.81,NA,NA,3.3493749999999998,4.47
DWR_NCRO,FAL,2015-05-29,19.532291666666666,20.4,8.399583333333334,8.74,NA,NA,3.254583333333333,3.9
DWR_NCRO,FAL,2015-05-30,19.666666666666668,20.4,8.284166666666666,8.63,NA,NA,2.9433333333333334,3.67
DWR_NCRO,FAL,2015-05-31,19.498958333333334,19.7,8.3259375,8.66,NA,NA,2.7103125,3.65
DWR_NCRO,FAL,2015-06-01,19.609375,20.1,8.401354166666666,8.91,NA,NA,2.82,3.47
DWR_NCRO,FAL,2015-06-02,19.84375,20.5,8.301875,8.87,NA,NA,2.7459375,3.43
DWR_NCRO,FAL,2015-06-03,19.94375,20.4,8.2225,8.71,NA,NA,2.771354166666667,3.61
DWR_NCRO,FAL,2015-06-04,20.288541666666667,21.2,8.256354166666666,9.28,NA,NA,3.0376041666666667,3.89
DWR_NCRO,FAL,2015-06-05,20.421875,21.2,8.151979166666667,8.68,NA,NA,2.8877083333333333,3.64
DWR_NCRO,FAL,2015-06-06,20.480208333333334,21,8.188541666666667,8.71,NA,NA,2.7465625,3.49
DWR_NCRO,FAL,2015-06-07,20.846875,22.2,8.401458333333334,9.22,NA,NA,2.8011458333333334,4.96
DWR_NCRO,FAL,2015-06-08,21.726041666666667,24.2,8.544583333333334,10.14,NA,NA,3.6529166666666666,5.48
DWR_NCRO,FAL,2015-06-09,21.770833333333332,22.2,8.091875,8.49,NA,NA,3.6830208333333334,5.05
DWR_NCRO,FAL,2015-06-10,21.66979166666667,21.9,8.0053125,8.61,NA,NA,3.6508333333333334,4.96
DWR_NCRO,FAL,2015-06-11,21.865625,22.6,7.884479166666667,8.44,NA,NA,2.9339583333333334,4.3
DWR_NCRO,FAL,2015-06-12,22.176041666666666,22.9,7.818125,8.38,NA,NA,2.977708333333333,4.15
DWR_NCRO,FAL,2015-06-13,22.25208333333333,23,7.7390625,8.18,NA,NA,2.771354166666667,3.65
DWR_NCRO,FAL,2015-06-14,21.980208333333334,22.2,7.9167708333333335,8.31,NA,NA,2.662916666666667,3.51
DWR_NCRO,FAL,2015-06-15,21.902083333333334,22.2,8.088020833333333,8.52,NA,NA,2.802604166666667,3.36
DWR_NCRO,FAL,2015-06-16,22.1875,23.3,8.155208333333333,9.45,NA,NA,2.83,3.8
DWR_NCRO,FAL,2015-06-17,22.491666666666667,23.6,8.151770833333334,9.04,NA,NA,3.0663541666666667,4.44
DWR_NCRO,FAL,2015-06-18,22.438541666666666,22.9,8.101875,8.68,NA,NA,3.1127083333333334,3.81
DWR_NCRO,FAL,2015-06-19,22.6,23.5,8.221979166666667,8.9,NA,NA,2.877291666666667,3.48
DWR_NCRO,FAL,2015-06-20,22.823958333333334,24.1,8.227604166666667,9.39,NA,NA,3.0283333333333333,3.92
DWR_NCRO,FAL,2015-06-21,22.592708333333334,22.8,8.121666666666666,8.5,NA,NA,2.933125,3.84
DWR_NCRO,FAL,2015-06-22,22.563541666666666,23.3,8.2328125,8.89,NA,NA,2.8776041666666665,3.56
DWR_NCRO,FAL,2015-06-23,22.642708333333335,23.5,8.20125,8.72,NA,NA,2.8297916666666665,3.49
DWR_NCRO,FAL,2015-06-24,22.791666666666668,23.8,8.193125,8.83,NA,NA,2.7572916666666667,3.42
DWR_NCRO,FAL,2015-06-25,23.204166666666666,24,8.3064583333333335,9.24,NA,NA,3.1705208333333332,5.22
DWR_NCRO,FAL,2015-06-26,23.129166666666666,23.8,8.136770833333333,8.65,NA,NA,2.8245833333333334,3.77
DWR_NCRO,FAL,2015-06-27,22.742708333333333,22.9,8.176145833333333,8.41,NA,NA,2.5653125,3.17
DWR_NCRO,FAL,2015-06-28,22.638541666666665,22.9,8.359479166666667,8.66,NA,NA,2.5145833333333334,3.02
DWR_NCRO,FAL,2015-06-29,22.623958333333334,23.1,8.450104166666666,8.93,NA,NA,2.507083333333333,2.95
DWR_NCRO,FAL,2015-06-30,23.215625,24.6,8.566458333333333,9.63,NA,NA,2.747708333333333,4.29
DWR_NCRO,FAL,2015-07-01,23.469791666666666,24.5,8.455,9.63,NA,NA,2.8090625,3.99
DWR_NCRO,FAL,2015-07-02,23.323958333333334,23.7,8.124895833333333,8.7,NA,NA,2.6014583333333334,4.39
DWR_NCRO,FAL,2015-07-03,23.303125,23.9,8.1471875,8.72,NA,NA,2.4021875,2.94
DWR_NCRO,FAL,2015-07-04,23.219791666666666,23.6,8.152395833333333,8.66,NA,NA,2.2852083333333333,2.88
DWR_NCRO,FAL,2015-07-05,23.03333333333333,23.3,8.2871875,8.84,NA,NA,2.3688541666666665,3.05
DWR_NCRO,FAL,2015-07-06,22.753125,23,8.4435416666666665,8.98,NA,NA,2.3910416666666667,3.03
DWR_NCRO,FAL,2015-07-07,22.629166666666666,22.9,8.420416666666666,8.93,NA,NA,2.4274999999999998,4.02
DWR_NCRO,FAL,2015-07-08,22.445833333333333,22.7,8.425625,8.92,NA,NA,2.4217708333333334,3.1
DWR_NCRO,FAL,2015-07-09,22.09166666666667,22.3,8.402708333333333,8.94,NA,NA,2.389375,3.48
DWR_NCRO,FAL,2015-07-10,21.957291666666666,22.3,8.453854166666666,8.86,NA,NA,2.3354166666666667,3.85
DWR_NCRO,FAL,2015-07-11,21.914583333333333,22.3,8.4609375,8.92,NA,NA,2.2701041666666666,2.9
DWR_NCRO,FAL,2015-07-12,21.892708333333335,22.3,8.433854166666666,9.01,NA,NA,2.4071875,4.42
DWR_NCRO,FAL,2015-07-13,22.086458333333333,22.7,8.5340625,9.35,NA,NA,2.4503125,3.53
DWR_NCRO,FAL,2015-07-14,22.334375,22.8,8.4705208333333335,9.36,NA,NA,2.5102083333333334,3.63
DWR_NCRO,FAL,2015-07-15,22.696875,23.7,8.3765625,9.81,NA,NA,2.6034375,5.49
DWR_NCRO,FAL,2015-07-16,22.703125,23.6,8.164270833333333,9,NA,NA,2.5790625,8.75
DWR_NCRO,FAL,2015-07-17,22.672916666666666,23.1,8.096458333333333,8.72,NA,NA,2.3714583333333334,3.75
DWR_NCRO,FAL,2015-07-18,22.588541666666668,23.1,8.065625,8.78,NA,NA,2.299375,2.83
DWR_NCRO,FAL,2015-07-19,23.011458333333334,24.5,8.319791666666667,9.7,NA,NA,2.411770833333333,3.51
DWR_NCRO,FAL,2015-07-20,23.44375,24.1,7.912083333333333,9.13,NA,NA,2.4902083333333334,3.38
DWR_NCRO,FAL,2015-07-21,23.472916666666666,23.9,7.8771875,8.42,NA,NA,2.3748958333333334,3.11
DWR_NCRO,FAL,2015-07-22,23.409375,23.7,7.689895833333333,8.24,NA,NA,2.2475,2.87
DWR_NCRO,FAL,2015-07-23,23.442708333333332,24,7.846145833333333,8.67,NA,NA,2.4202083333333335,5.05
DWR_NCRO,FAL,2015-07-24,23.572916666666668,24.6,7.767916666666666,8.64,NA,NA,2.242916666666667,4.32
DWR_NCRO,FAL,2015-07-25,23.402083333333334,23.8,7.600104166666666,8.12,NA,NA,2.2638541666666665,4.61
DWR_NCRO,FAL,2015-07-26,23.536458333333332,24,7.478854166666666,8.56,NA,NA,2.2278125,2.89
DWR_NCRO,FAL,2015-07-27,23.861458333333335,25.3,7.610416666666667,8.7,NA,NA,2.259375,3.57
DWR_NCRO,FAL,2015-07-28,24.230208333333334,25.6,7.758333333333333,8.41,NA,NA,2.3748958333333334,3.57
DWR_NCRO,FAL,2015-07-29,24.113541666666666,25,7.737291666666667,8.85,NA,NA,2.0515625,4.77
DWR_NCRO,FAL,2015-07-30,23.717708333333334,24,7.5540625,8.13,NA,NA,1.5357291666666666,3.5
DWR_NCRO,FAL,2015-07-31,23.601041666666667,23.8,7.68125,8.31,NA,NA,1.5070833333333333,3
DWR_NCRO,FAL,2015-08-01,23.439583333333335,23.7,7.8171875,8.4,NA,NA,1.5607291666666667,3.64
DWR_NCRO,FAL,2015-08-02,23.251041666666666,23.5,7.9504166666666665,8.54,NA,NA,1.6632291666666668,8.42
DWR_NCRO,FAL,2015-08-03,22.947916666666668,23.2,8.165208333333334,8.71,NA,NA,1.6969791666666667,3.64
DWR_NCRO,FAL,2015-08-04,22.644791666666666,22.8,8.099583333333333,8.58,NA,NA,1.5558333333333334,2.61
DWR_NCRO,FAL,2015-08-05,22.813541666666666,24.9,8.279583333333333,9.67,NA,NA,1.5265625,2.56
DWR_NCRO,FAL,2015-08-06,22.936458333333334,24.5,8.412708333333333,9.72,NA,NA,1.7372916666666667,2.82
DWR_NCRO,FAL,2015-08-07,22.709375,22.9,8.015520833333333,8.43,NA,NA,1.7145833333333333,2.86
DWR_NCRO,FAL,2015-08-08,22.521875,22.8,8.122395833333334,8.63,NA,NA,1.5007291666666667,2.38
DWR_NCRO,FAL,2015-08-09,22.710416666666667,23.5,8.054270833333334,8.71,NA,NA,1.6210416666666667,2.5
DWR_NCRO,FAL,2015-08-10,22.785416666666666,23.1,7.973020833333333,8.53,NA,NA,1.83625,9.8
DWR_NCRO,FAL,2015-08-11,22.775,23,7.812395833333333,8.71,NA,NA,1.7829166666666667,2.8
DWR_NCRO,FAL,2015-08-12,22.786458333333332,23.3,7.816458333333333,8.67,NA,NA,1.6465625,2.56
DWR_NCRO,FAL,2015-08-13,22.778125,23,7.877395833333333,8.62,NA,NA,1.6539583333333334,2.67
DWR_NCRO,FAL,2015-08-14,22.830208333333335,23.3,7.9646875,8.64,NA,NA,1.5452083333333333,2.41
DWR_NCRO,FAL,2015-08-15,23.546875,24.9,8.035729166666666,8.76,NA,NA,1.9848958333333333,4
DWR_NCRO,FAL,2015-08-16,24.078125,25.9,8.143125,9.55,NA,NA,3.3575,22.7
DWR_NCRO,FAL,2015-08-17,24.046875,25,7.861770833333333,9.44,NA,NA,2.7298958333333334,14.18
DWR_NCRO,FAL,2015-08-18,23.4125,23.8,7.8565625,8.51,NA,NA,1.9110416666666667,3.36
DWR_NCRO,FAL,2015-08-19,23.076041666666665,23.3,8.1384375,8.67,NA,NA,1.8753125,3.14
DWR_NCRO,FAL,2015-08-20,22.778125,23,8.2951041666666665,9.01,NA,NA,1.8580208333333332,3.84
DWR_NCRO,FAL,2015-08-21,22.622916666666665,23,8.364479166666667,9.59,NA,NA,1.9471875,3.13
