BGC_ID,QA_ID,USGS_Project_Name,Site,NWIS_site_no,Date,date_time,lab,Relinquished_Date,toxin,result,method,class,LOD_min,LOD_max,resultNum,Year,Month,DOY,detect_tox
BGC006054,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455485,12/16/2021,2021-12-16T10:15:00Z,Lumigen,2022-01-04T00:00:00Z,Desamidoylneosaxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006054,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455485,12/16/2021,2021-12-16T10:15:00Z,Lumigen,2022-01-04T00:00:00Z,Total Anatoxin-a,N/A,LCMS,Anatoxins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006054,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455485,12/16/2021,2021-12-16T10:15:00Z,Lumigen,2022-01-04T00:00:00Z,Total BMAA,N/A,LCMS,BMAA,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006054,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455485,12/16/2021,2021-12-16T10:15:00Z,Lumigen,2022-01-04T00:00:00Z,Total Saxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006054,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455485,12/16/2021,2021-12-16T10:15:00Z,Lumigen,2022-01-04T00:00:00Z,Total Nodularin-R,N/A,LCMS,Nodularin,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006054,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455485,12/16/2021,2021-12-16T10:15:00Z,Lumigen,2022-01-04T00:00:00Z,Total Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006054,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455485,12/16/2021,2021-12-16T10:15:00Z,Lumigen,2022-01-04T00:00:00Z,Total Anabaenopeptins,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,dMC-RR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,(Leu)MC-LR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,dMC-HtyR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,(Asp3)MC-LR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,MC-LY/E,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,BMAA,N/A,LCMS,BMAA,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,Neosaxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,Desamidoylneosaxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,Total Anatoxin-a,N/A,LCMS,Anatoxins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,Total BMAA,N/A,LCMS,BMAA,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,Total Saxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,Total Nodularin-R,N/A,LCMS,Nodularin,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,Total Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006058,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,12/16/2021,2021-12-16T11:00:00Z,Lumigen,2022-01-04T00:00:00Z,Total Anabaenopeptins,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Dec,12/16/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,dMC-RR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,(Leu)MC-LR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,dMC-HtyR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,(Asp3)MC-LR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,MC-LY/E,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,BMAA,N/A,LCMS,BMAA,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,Neosaxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,Desamidoylneosaxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,Total Anatoxin-a,N/A,LCMS,Anatoxins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,Total BMAA,N/A,LCMS,BMAA,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,Total Saxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,Total Nodularin-R,N/A,LCMS,Nodularin,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,Total Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006080,NA,SFEI contract #1513,RRI,3.75841E+14,12/10/2021,2021-12-10T12:55:00Z,Lumigen,2022-01-10T00:00:00Z,Total Anabaenopeptins,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Dec,12/10/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,dMC-RR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,(Leu)MC-LR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,dMC-HtyR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,(Asp3)MC-LR,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,MC-LY/E,N/A,LCMS,Microcystins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,BMAA,N/A,LCMS,BMAA,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,Neosaxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,Desamidoylneosaxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,Total Anatoxin-a,N/A,LCMS,Anatoxins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,Total BMAA,N/A,LCMS,BMAA,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,Total Saxitoxin,N/A,LCMS,Saxitoxins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,Total Nodularin-R,N/A,LCMS,Nodularin,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,Total Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC006051,NA,SFEI contract #1513,LIB,11455315,12/9/2021,2021-12-09T11:15:00Z,Lumigen,2022-01-03T00:00:00Z,Total Anabaenopeptins,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Dec,12/9/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,D-Asp3-Dhb7-RR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,MC-YR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,MC-HtyR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Dha-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,D-Asp3-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Leu1 LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,MC-HilR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,MC-LA,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Anabaenopeptin B,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Anabaenopeptin F,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Anabaenopeptin A,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Oscillamide Y,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Nodularin,N/A,LCMS,Nodularin,NA,NA,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,BMAA,N/A,LCMS,BMAA,0.6,0.6,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Dihydroanatoxin,N/A,LCMS,Anatoxins,0.09,0.14,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Anatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Homoanatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,7-epi-Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,7-deoxy-Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Saxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Neosaxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2020,Oct,10/6/1904,NA
BGC003466,NA,CMF HABs Fixed (cyanotoxins),LIB,11455315,10/6/2020,2020-10-06T10:50:00Z,Zimba,2020-12-09T00:00:00Z,Desamidoylneosaxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2020,Oct,10/6/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,MC-LY/E,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,D-Asp3-Dhb7-RR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,MC-YR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,MC-HtyR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,Dha-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,D-Asp3-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,Leu1 LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,MC-HilR,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,MC-LA,N/A,LCMS,Microcystins,0.05,0.22,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,Anabaenopeptin B,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,Anabaenopeptin F,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,Anabaenopeptin A,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2020,Oct,10/21/1904,NA
BGC003576,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,10/21/2020,2020-10-21T09:45:00Z,Zimba,2020-11-04T00:00:00Z,Oscillamide Y,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2020,Oct,10/21/1904,NA
