DateTime,Date,Year,Station,Region,Taxon,Genus,Species,AlgalType,Count,OrganismsPerMl
2014-02-10T20:45:00Z,2014-02-10,2014,D4,Sacramento,Martyana martyi,Martyana,NA,Pennate Diatom,1,75.87
2014-02-10T20:45:00Z,2014-02-10,2014,D4,Sacramento,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,1,75.87
2014-02-10T20:45:00Z,2014-02-10,2014,D4,Sacramento,Synedra ulna,Synedra,NA,Pennate Diatom,1,75.87
2014-03-06T16:55:00Z,2014-03-06,2014,D19,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,622,188763.48
2014-03-06T16:55:00Z,2014-03-06,2014,D19,Central Delta,Nitzschia sp.,Nitzschia,NA,Pennate Diatom,1,303.48
2014-03-06T16:55:00Z,2014-03-06,2014,D19,Central Delta,Unknown Cyanobacterium,Unknown Cyanobacterium,NA,Cyanobacterium,74,22457.39
2014-03-06T18:00:00Z,2014-03-06,2014,D28A,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,441,20075.09
2014-03-06T18:00:00Z,2014-03-06,2014,D28A,Central Delta,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,2,91.04
2014-03-07T15:55:00Z,2014-03-07,2014,D26,San Joaquin,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,405,40969.57
2014-03-10T19:00:00Z,2014-03-10,2014,D4,Sacramento,Ceratoneis closterium,Ceratoneis,NA,Pennate Diatom,1,151.74
2014-03-10T19:00:00Z,2014-03-10,2014,D4,Sacramento,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,403,61150.87
2014-03-10T19:00:00Z,2014-03-10,2014,D4,Sacramento,Synedra ulna,Synedra,NA,Pennate Diatom,2,303.48
2014-04-07T19:00:00Z,2014-04-07,2014,D19,Central Delta,Adlafia sp.,Adlafia,NA,Pennate Diatom,1,151.74
2014-04-07T19:00:00Z,2014-04-07,2014,D19,Central Delta,Bacillaria paxillifer,Bacillaria,NA,Pennate Diatom,1,151.74
2014-04-07T19:00:00Z,2014-04-07,2014,D19,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,423,64185.65
2014-04-07T19:00:00Z,2014-04-07,2014,D19,Central Delta,Cocconeis placentula,Cocconeis,NA,Pennate Diatom,1,151.74
2014-04-07T19:00:00Z,2014-04-07,2014,D19,Central Delta,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,3,455.22
2014-04-07T19:00:00Z,2014-04-07,2014,D19,Central Delta,Synedra ulna,Synedra,NA,Pennate Diatom,1,151.74
2014-04-07T20:05:00Z,2014-04-07,2014,D28A,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,419,21192.9
2014-04-07T20:05:00Z,2014-04-07,2014,D28A,Central Delta,Cocconeis placentula,Cocconeis,NA,Pennate Diatom,2,101.16
2014-04-07T20:05:00Z,2014-04-07,2014,D28A,Central Delta,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,2,101.16
2014-04-08T18:05:00Z,2014-04-08,2014,D26,San Joaquin,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,400,20231.88
2014-04-08T18:05:00Z,2014-04-08,2014,D26,San Joaquin,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,1,50.58
2014-04-09T18:35:00Z,2014-04-09,2014,D4,Sacramento,Aulacoseira sp.,Aulacoseira,NA,Centric Diatom,1,151.74
2014-04-09T18:35:00Z,2014-04-09,2014,D4,Sacramento,cf. Thalassiosira sp.,Thalassiosira,NA,Centric Diatom,1,151.74
2014-04-09T18:35:00Z,2014-04-09,2014,D4,Sacramento,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,418,63426.96
2014-04-09T18:35:00Z,2014-04-09,2014,D4,Sacramento,Cocconeis placentula,Cocconeis,NA,Pennate Diatom,1,151.74
2014-04-09T18:35:00Z,2014-04-09,2014,D4,Sacramento,Navicula sp.,Navicula,NA,Pennate Diatom,1,151.74
2014-05-07T19:10:00Z,2014-05-07,2014,D19,Central Delta,cf. Rhabdoderma curtum,Rhabdoderma,NA,Cyanobacterium,351,159781.3
2014-05-07T19:10:00Z,2014-05-07,2014,D19,Central Delta,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,115,52350
2014-05-07T19:10:00Z,2014-05-07,2014,D19,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,344,156594.78
2014-05-07T20:15:00Z,2014-05-07,2014,D28A,Central Delta,Bacillaria paxillifer,Bacillaria,NA,Pennate Diatom,2,303.48
2014-05-07T20:15:00Z,2014-05-07,2014,D28A,Central Delta,cf. Rhabdoderma curtum,Rhabdoderma,NA,Cyanobacterium,11,1669.13
2014-05-07T20:15:00Z,2014-05-07,2014,D28A,Central Delta,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,38,5766.09
2014-05-07T20:15:00Z,2014-05-07,2014,D28A,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,330,50073.91
2014-05-07T20:15:00Z,2014-05-07,2014,D28A,Central Delta,Cocconeis placentula,Cocconeis,NA,Pennate Diatom,3,455.22
2014-05-07T20:15:00Z,2014-05-07,2014,D28A,Central Delta,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,4,606.96
2014-05-08T18:20:00Z,2014-05-08,2014,D26,San Joaquin,Bacillaria paxillifer,Bacillaria,NA,Pennate Diatom,1,137.94
2014-05-08T18:20:00Z,2014-05-08,2014,D26,San Joaquin,cf. Hemiselmis sp.,Hemiselmis,NA,Cryptophyte,2,275.89
2014-05-08T18:20:00Z,2014-05-08,2014,D26,San Joaquin,Chlorella vulgaris,Chlorella,NA,Green Alga,1,137.94
2014-05-08T18:20:00Z,2014-05-08,2014,D26,San Joaquin,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,402,55453.75
2014-05-08T18:20:00Z,2014-05-08,2014,D26,San Joaquin,Cryptomonas cf. erosa,Cryptomonas,NA,Cryptophyte,2,275.89
2014-05-08T18:20:00Z,2014-05-08,2014,D26,San Joaquin,Cyclotella sp.,Cyclotella,NA,Centric Diatom,1,137.94
2014-05-08T18:20:00Z,2014-05-08,2014,D26,San Joaquin,Monoraphidium arcuatum,Monoraphidium,NA,Green Alga,1,137.94
2014-05-09T19:30:00Z,2014-05-09,2014,D4,Sacramento,cf. Coscinodiscus sp.,Coscinodiscus,NA,Centric Diatom,1,151.74
2014-05-09T19:30:00Z,2014-05-09,2014,D4,Sacramento,cf. Thalassiosira sp.,Thalassiosira,NA,Centric Diatom,3,455.22
2014-05-09T19:30:00Z,2014-05-09,2014,D4,Sacramento,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,423,64185.65
2014-06-04T18:40:00Z,2014-06-04,2014,D19,Central Delta,Aulacoseira ambigua,Aulacoseira,NA,Centric Diatom,2,325.16
2014-06-04T18:40:00Z,2014-06-04,2014,D19,Central Delta,Aulacoseira granulata,Aulacoseira,NA,Centric Diatom,1,162.58
2014-06-04T18:40:00Z,2014-06-04,2014,D19,Central Delta,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,119,19346.74
2014-06-04T18:40:00Z,2014-06-04,2014,D19,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,300,48773.29
2014-06-04T18:40:00Z,2014-06-04,2014,D19,Central Delta,Chroococcus planctonicus,Chroococcus,NA,Cyanobacterium,1,162.58
2014-06-04T18:40:00Z,2014-06-04,2014,D19,Central Delta,Cyclotella sp.,Cyclotella,NA,Centric Diatom,2,325.16
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Aulacoseira sp.,Aulacoseira,NA,Centric Diatom,8,428.44
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,53,2838.41
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,305,16334.27
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Chroococcus minimus,Chroococcus,NA,Cyanobacterium,10,535.55
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Chroococcus planctonicus,Chroococcus,NA,Cyanobacterium,4,214.22
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Cocconeis placentula,Cocconeis,NA,Pennate Diatom,4,214.22
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Cocconeis placentula,Cocconeis,NA,Pennate Diatom,3,160.66
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Cyclotella sp.,Cyclotella,NA,Centric Diatom,3,160.66
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Komma caudata,Komma,NA,Cryptophyte,1,53.55
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Monoraphidium convolutum,Monoraphidium,NA,Green Alga,2,107.11
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,11,589.1
2014-06-04T19:55:00Z,2014-06-04,2014,D28A,Central Delta,Staurosira construens,Staurosira,NA,Pennate Diatom,1,53.55
2014-06-05T16:15:00Z,2014-06-05,2014,D26,San Joaquin,Aulacoseira granulata,Aulacoseira,NA,Centric Diatom,9,1365.65
2014-06-05T16:15:00Z,2014-06-05,2014,D26,San Joaquin,Aulacoseira sp.,Aulacoseira,NA,Centric Diatom,15,2276.09
2014-06-05T16:15:00Z,2014-06-05,2014,D26,San Joaquin,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,53,8042.17
2014-06-05T16:15:00Z,2014-06-05,2014,D26,San Joaquin,Chroococcus cf. planctonicus,Chroococcus,NA,Cyanobacterium,1,151.74
2014-06-05T16:15:00Z,2014-06-05,2014,D26,San Joaquin,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,321,48708.26
2014-06-05T16:15:00Z,2014-06-05,2014,D26,San Joaquin,Cyclotella sp.,Cyclotella,NA,Centric Diatom,2,303.48
2014-06-05T16:15:00Z,2014-06-05,2014,D26,San Joaquin,Monoraphidium convolutum,Monoraphidium,NA,Green Alga,2,303.48
2014-06-05T16:15:00Z,2014-06-05,2014,D26,San Joaquin,Navicula sp.,Navicula,NA,Pennate Diatom,1,151.74
2014-06-05T16:15:00Z,2014-06-05,2014,D26,San Joaquin,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,1,151.74
2014-06-05T16:15:00Z,2014-06-05,2014,D26,San Joaquin,Synedra ulna,Synedra,NA,Pennate Diatom,1,151.74
2014-06-06T17:40:00Z,2014-06-06,2014,D4,Sacramento,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,57,5087.72
2014-06-06T17:40:00Z,2014-06-06,2014,D4,Sacramento,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,364,32490.03
2014-06-06T17:40:00Z,2014-06-06,2014,D4,Sacramento,Coscinodiscus sp.,Coscinodiscus,NA,Centric Diatom,1,89.26
2014-06-06T17:40:00Z,2014-06-06,2014,D4,Sacramento,Pseudokephyrion sp.,Pseudokephyrion,NA,Chrysophyte,1,89.26
2014-06-06T17:40:00Z,2014-06-06,2014,D4,Sacramento,Thalassionema sp.,Thalassionema,NA,Pennate Diatom,1,89.26
2014-07-02T16:20:00Z,2014-07-02,2014,D19,Central Delta,cf. Microcystis sp.,Microcystis,NA,Cyanobacterium,12,2483
2014-07-02T16:20:00Z,2014-07-02,2014,D19,Central Delta,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,19,3931.42
2014-07-02T16:20:00Z,2014-07-02,2014,D19,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,396,81939.13
2014-07-02T16:20:00Z,2014-07-02,2014,D19,Central Delta,Chroococcus planctonicus,Chroococcus,NA,Cyanobacterium,2,413.83
2014-07-02T16:20:00Z,2014-07-02,2014,D19,Central Delta,Cocconeis placentula,Cocconeis,NA,Pennate Diatom,1,206.92
2014-07-02T16:20:00Z,2014-07-02,2014,D19,Central Delta,Cyclotella sp.,Cyclotella,NA,Centric Diatom,1,206.92
2014-07-02T16:20:00Z,2014-07-02,2014,D19,Central Delta,Merismopedia tenuissima,Merismopedia,NA,Cyanobacterium,1,206.92
2014-07-02T16:20:00Z,2014-07-02,2014,D19,Central Delta,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,1,206.92
2014-07-02T16:20:00Z,2014-07-02,2014,D19,Central Delta,Rhodomonas lacustris,Rhodomonas,NA,Cryptophyte,2,413.83
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Anabaena sp.,Anabaena,NA,Cyanobacterium,4,303.48
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Aulacoseira sp.,Aulacoseira,NA,Centric Diatom,1,75.87
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,cf. Microcystis sp.,Microcystis,NA,Cyanobacterium,53,4021.09
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,6,455.22
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Chroococcus cf. planctonicus,Chroococcus,NA,Cyanobacterium,1,75.87
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,320,24278.26
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Chroococcus minimus,Chroococcus,NA,Cyanobacterium,6,455.22
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Cocconeis placentula,Cocconeis,NA,Pennate Diatom,2,151.74
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Nitzschia sp.,Nitzschia,NA,Pennate Diatom,1,75.87
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,8,606.96
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Pseudanabaena arcuata,Pseudanabaena,NA,Cyanobacterium,1,75.87
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Synedra ulna,Synedra,NA,Pennate Diatom,2,151.74
2014-07-02T17:25:00Z,2014-07-02,2014,D28A,Central Delta,Thalassiosira sp.,Thalassiosira,NA,Centric Diatom,1,75.87
2014-07-03T15:15:00Z,2014-07-03,2014,D26,San Joaquin,cf. Aphanizomenon sp.,Aphanizomenon,NA,Cyanobacterium,1,303.48
2014-07-03T15:15:00Z,2014-07-03,2014,D26,San Joaquin,cf. Hillea fusiformis,Hillea,NA,Cryptophyte,5,1517.39
2014-07-03T15:15:00Z,2014-07-03,2014,D26,San Joaquin,cf. Microcystis sp.,Microcystis,NA,Cyanobacterium,2,606.96
2014-07-03T15:15:00Z,2014-07-03,2014,D26,San Joaquin,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,21,6373.04
2014-07-03T15:15:00Z,2014-07-03,2014,D26,San Joaquin,cf. Thalassiosira sp.,Thalassiosira,NA,Centric Diatom,1,303.48
2014-07-03T15:15:00Z,2014-07-03,2014,D26,San Joaquin,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,671,203633.91
2014-07-03T15:15:00Z,2014-07-03,2014,D26,San Joaquin,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,2,606.96
2014-07-07T19:45:00Z,2014-07-07,2014,D4,Sacramento,Aulacoseira sp.,Aulacoseira,NA,Centric Diatom,2,260.12
2014-07-07T19:45:00Z,2014-07-07,2014,D4,Sacramento,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,14,1820.87
2014-07-07T19:45:00Z,2014-07-07,2014,D4,Sacramento,cf. Thalassiosira sp.,Thalassiosira,NA,Centric Diatom,2,260.12
2014-07-07T19:45:00Z,2014-07-07,2014,D4,Sacramento,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,383,49813.79
2014-07-07T19:45:00Z,2014-07-07,2014,D4,Sacramento,Chroococcus minimus,Chroococcus,NA,Cyanobacterium,1,130.06
2014-07-07T19:45:00Z,2014-07-07,2014,D4,Sacramento,Kephyrion sp.,Kephyrion,NA,Chrysophyte,1,130.06
2014-07-07T19:45:00Z,2014-07-07,2014,D4,Sacramento,Nitzschia sp.,Nitzschia,NA,Pennate Diatom,3,390.19
2014-07-07T19:45:00Z,2014-07-07,2014,D4,Sacramento,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,6,780.37
2014-08-14T17:40:00Z,2014-08-14,2014,D19,Central Delta,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,11,3129.62
2014-08-14T17:40:00Z,2014-08-14,2014,D19,Central Delta,Chroococcus dispersus,Chroococcus,NA,Cyanobacterium,8,2276.09
2014-08-14T17:40:00Z,2014-08-14,2014,D19,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,379,107829.62
2014-08-14T17:40:00Z,2014-08-14,2014,D19,Central Delta,Chroococcus planctonicus,Chroococcus,NA,Cyanobacterium,20,5690.22
2014-08-14T17:40:00Z,2014-08-14,2014,D19,Central Delta,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,3,853.53
2014-08-14T17:40:00Z,2014-08-14,2014,D19,Central Delta,Scenedesmus sp.,Scenedesmus,NA,Green Alga,2,569.02
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,cf. Hemiselmis sp.,Hemiselmis,NA,Cryptophyte,7,796.63
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,cf. Synechococcus salinarum,Synechococcus,NA,Cyanobacterium,6,682.83
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,Chroococcus dispersus,Chroococcus,NA,Cyanobacterium,3,341.41
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,Chroococcus microscopicus,Chroococcus,NA,Cyanobacterium,355,40400.54
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,Chroococcus planctonicus,Chroococcus,NA,Cyanobacterium,48,5462.61
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,Cryptomonas erosa,Cryptomonas,NA,Cryptophyte,1,113.8
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,Monoraphidium contortum,Monoraphidium,NA,Green Alga,1,113.8
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptophyte,4,455.22
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,Pseudanabaena sp.,Pseudanabaena,NA,Cyanobacterium,1,113.8
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,Synechocystis sp.,Synechocystis,NA,Cyanobacterium,1,113.8
2014-08-14T19:00:00Z,2014-08-14,2014,D28A,Central Delta,Synedra ulna,Synedra,NA,Pennate Diatom,1,113.8
